time,open,high,low,close,Volume,Volume MA
2017-10-12T00:00:00Z,304.01,310,302.71,303.99,7827.75596,4983.299019499998
2017-10-13T00:00:00Z,303.99,353.96,297,337.96,17925.36585,5738.350525999998
2017-10-14T00:00:00Z,337.96,349.8,335,342,7731.96469,5846.171549499998
2017-10-15T00:00:00Z,342,348,316.17,337.96,10011.34708,6053.214885999999
2017-10-16T00:00:00Z,337.96,354,332.78,335.19,8663.47097,6258.042032499999
2017-10-17T00:00:00Z,335.18,336.58,312.65,315.19,8146.74356,6389.474019499999
2017-10-18T00:00:00Z,315.19,318,284.68,309.7,12908.0454,6704.830828499998
2017-10-19T00:00:00Z,309.7,315,300,308.66,8678.74739,6584.308246999998
2017-10-20T00:00:00Z,308.66,311.18,302,304.51,8739.31764,6820.243731499997
2017-10-21T00:00:00Z,304.51,305.34,290,298.94,8591.63121,6996.822412999997
2017-10-22T00:00:00Z,298.94,306.99,290,293.79,7173.06893,7169.933985999998
2017-10-23T00:00:00Z,293.79,294.6,272.2,281.09,9658.78404,7375.530336999998
2017-10-24T00:00:00Z,282.27,310,275.5,297.38,14066.67924,7878.119902999997
2017-10-25T00:00:00Z,297.38,300,281,294.49,9703.09261,8192.655025499997
2017-10-26T00:00:00Z,294.49,299.76,291.03,294.71,7813.02717,8406.255204499996
2017-10-27T00:00:00Z,294.71,298.1,292.03,296.33,6272.14802,8611.573067499996
2017-10-28T00:00:00Z,296.33,297,290.1,291.87,5848.86589,8755.969762999996
2017-10-29T00:00:00Z,291.87,309.4,291.86,305,9019.13315,8962.657488999996
2017-10-30T00:00:00Z,305,316,302.1,307.25,8946.12026,9072.499767999996
2017-10-31T00:00:00Z,307.25,309.99,304.01,304.9,7640.41182,9268.286043999997
2017-11-01T00:00:00Z,304.89,305.9,286.34,287.01,9843.1666,9369.056575999995
2017-11-02T00:00:00Z,287.3,293,274.73,283.12,13423.8572,9143.981143499996
2017-11-03T00:00:00Z,283.12,307,282,304.08,8194.03465,9167.084641499994
2017-11-04T00:00:00Z,304.09,304.99,292.11,298.04,7828.41744,9057.938159499994
2017-11-05T00:00:00Z,298.04,302.14,293.13,295.53,6638.42119,8956.685670499994
2017-11-06T00:00:00Z,295.53,305.58,290.11,297.97,7515.50103,8925.123543999995
2017-11-07T00:00:00Z,297.97,303.52,287,291.78,9418.57881,8750.650214499994
2017-11-08T00:00:00Z,291.78,320,290.02,303.02,15961.85772,9114.805730999995
2017-11-09T00:00:00Z,303.6,329,299.5,317.87,11151.29946,9235.404821999995
2017-11-10T00:00:00Z,318.5,322.65,285.82,293.5,15597.16557,9585.681539999996
2017-11-11T00:00:00Z,293.5,318,291.91,310.02,10850.16279,9769.536232999995
2017-11-12T00:00:00Z,310.87,316.99,281.01,305.24,21123.15319,10342.754690499996
2017-11-13T00:00:00Z,304,318.88,303.7,312.99,15551.67434,10417.004445499997
2017-11-14T00:00:00Z,312.99,337.54,312.94,335.61,17709.2227,10817.310949999996
2017-11-15T00:00:00Z,335.6,339,324,331.33,15597.16131,11206.517656999997
2017-11-16T00:00:00Z,331.33,334.75,321.41,331.49,14145.71696,11600.196103999997
2017-11-17T00:00:00Z,331.49,334.6,323.84,331.23,18042.02544,12209.854081499998
2017-11-18T00:00:00Z,331.23,349.9,326.01,346.66,14361.4973,12476.972288999996
2017-11-19T00:00:00Z,346.66,373.56,343.07,354.15,19397.74898,12999.553724999996
2017-11-20T00:00:00Z,355.15,372.5,353.9,367.42,18277.0194,13531.384103999997
2017-11-21T00:00:00Z,367.42,375.5,350.02,362.12,26237.64398,14351.107972999996
2017-11-22T00:00:00Z,362.12,384.84,359,380.65,18121.58484,14585.994354999997
2017-11-23T00:00:00Z,380.63,425,370.02,405,25409.00111,15446.742677999999
2017-11-24T00:00:00Z,405.03,475,392.8,469,30398.35831,16575.2397215
2017-11-25T00:00:00Z,467.57,484.47,450,461.82,21428.63117,17314.7502205
2017-11-26T00:00:00Z,461,465,436.14,462.84,21691.11759,18023.531048499997
2017-11-27T00:00:00Z,462.84,486.94,453,472.31,23761.11416,18740.657816
2017-11-28T00:00:00Z,472.32,477.5,453.5,466.17,23967.24816,19140.927338
2017-11-29T00:00:00Z,466.17,515,385,421.7,51313.49571,21149.0371505
2017-11-30T00:00:00Z,421.92,460,387.01,427.43,45184.22265,22628.390004499997
2017-12-01T00:00:00Z,428.05,465.97,413.74,457.51,33072.21995,23739.4928625
2017-12-02T00:00:00Z,457.53,471.91,445,457.63,25796.14,23973.142203000003
2017-12-03T00:00:00Z,457.31,485.9,440.11,460.3,24490.05997,24420.061484500002
2017-12-04T00:00:00Z,460.3,470.98,445,466.66,23090.46989,24689.123844
2017-12-05T00:00:00Z,466.6,468.67,445.21,453.64,25419.35554,25180.233555500003
2017-12-06T00:00:00Z,452.88,455.1,400,411.04,38608.51155,26403.373285
2017-12-07T00:00:00Z,413,427.61,375.01,406.31,41343.30217,27568.437121500006
2017-12-08T00:00:00Z,406.31,456.78,390,442.54,41078.20268,28904.272390500002
2017-12-09T00:00:00Z,442.54,488,426.4,460,41905.98008,30029.6839455
2017-12-10T00:00:00Z,460.02,460.05,403.2,429.91,34920.62841,30861.864396
2017-12-11T00:00:00Z,427.4,512,427.4,509.69,29781.26996,31039.045694999997
2017-12-12T00:00:00Z,509.69,639.27,494.89,619.4,59379.26709,33101.9298075
2017-12-13T00:00:00Z,619.4,705.69,539.93,684.01,57711.00473,34717.0299885
2017-12-14T00:00:00Z,684,747.6,630.5,679.87,60922.30235,36243.227190499994
